MSOA code,Total annual income,,,
E02004921," 57,900 ",,,
E02004922," 50,000 ",,,
E02004923," 52,300 ",,,
E02004924," 64,400 ",,,
E02004925," 57,800 ",,,
E02004926," 67,400 ",,,
E02004927," 56,500 ",,,
E02004928," 64,000 ",,,
E02004929," 54,000 ",,,
E02004930," 57,000 ",,,
E02004931," 52,500 ",,,
E02004932," 55,200 ",,,
E02004933," 72,500 ",,,
E02004934," 64,600 ",,,
E02004935," 65,900 ",,,
E02004936," 66,500 ",,,
E02004937," 68,900 ",,,
E02004938," 54,800 ",,,
E02004939," 51,500 ",,,
E02004940," 52,300 ",,,
E02004941," 50,800 ",,,
E02004942," 51,300 ",,,
E02004943," 53,400 ",,,
E02004944," 44,300 ",,,
E02004945," 52,500 ",,,
E02004946," 44,600 ",,,
E02004947," 53,700 ",,,
E02004948," 44,700 ",,,
E02004949," 42,500 ",,,
E02004950," 49,600 ",,,
E02004951," 40,800 ",,,
E02004952," 43,600 ",,,
E02004953," 44,700 ",,,
E02004954," 46,800 ",,,
E02004955," 48,300 ",,,
E02004956," 50,400 ",,,
E02004957," 49,900 ",,,
E02004958," 54,300 ",,,
E02004959," 59,400 ",,,
E02004960," 65,200 ",,,
E02004961," 57,400 ",,,
E02004962," 54,300 ",,,
E02004963," 50,600 ",,,
E02004964," 47,900 ",,,
E02004965," 45,300 ",,,
E02004966," 81,500 ",,,
E02004967," 38,600 ",,,
E02004968," 45,000 ",,,
E02004969," 50,000 ",,,
E02004970," 43,500 ",,,
E02004971," 48,200 ",,,
E02004972," 54,000 ",,,
E02004973," 49,200 ",,,
E02004974," 57,400 ",,,
E02004975," 64,200 ",,,
E02004976," 45,000 ",,,
E02004977," 50,500 ",,,
E02004978," 43,100 ",,,
E02004979," 53,000 ",,,
E02004980," 64,300 ",,,
E02004981," 54,400 ",,,
E02004982," 54,900 ",,,
E02004983," 45,900 ",,,
E02004984," 48,100 ",,,
E02004985," 50,100 ",,,
E02004986," 44,000 ",,,
E02004987," 49,300 ",,,
E02004988," 46,800 ",,,
E02004989," 43,000 ",,,
E02004990," 48,500 ",,,
E02004991," 40,000 ",,,
E02004992," 40,600 ",,,
E02004993," 42,000 ",,,
E02004994," 56,600 ",,,
E02004995," 59,500 ",,,
E02005503," 41,800 ",,,
E02005504," 42,200 ",,,
E02005505," 39,100 ",,,
E02005506," 40,000 ",,,
E02005507," 36,800 ",,,
E02005508," 42,700 ",,,
E02005509," 36,000 ",,,
E02005510," 39,800 ",,,
E02005511," 35,600 ",,,
E02005512," 44,000 ",,,
E02005513," 39,600 ",,,
E02005514," 40,700 ",,,
E02005515," 45,600 ",,,
E02005516," 43,400 ",,,
E02005517," 34,100 ",,,
E02005518," 41,900 ",,,
E02005519," 37,300 ",,,
E02005520," 40,400 ",,,
E02005521," 44,800 ",,,
E02005522," 45,700 ",,,
E02005523," 45,000 ",,,
E02005524," 40,200 ",,,
E02005525," 47,000 ",,,
E02005526," 43,000 ",,,
E02005527," 45,700 ",,,
E02005528," 43,200 ",,,
E02005529," 38,000 ",,,
E02005530," 41,000 ",,,
E02005531," 42,200 ",,,
E02005532," 41,000 ",,,
E02005533," 42,400 ",,,
E02005534," 38,800 ",,,
E02005535," 50,500 ",,,
E02005536," 44,900 ",,,
E02005537," 44,200 ",,,
E02005538," 37,400 ",,,
E02005539," 41,500 ",,,
E02005540," 35,800 ",,,
E02005541," 34,500 ",,,
E02005542," 29,900 ",,,
E02005543," 28,900 ",,,
E02005544," 34,100 ",,,
E02005545," 39,500 ",,,
E02005546," 32,400 ",,,
E02005547," 41,700 ",,,
E02005548," 34,200 ",,,
E02005549," 39,200 ",,,
E02005550," 38,700 ",,,
E02005551," 34,400 ",,,
E02005552," 41,300 ",,,
E02005553," 35,700 ",,,
E02005554," 38,900 ",,,
E02005555," 52,900 ",,,
E02005556," 40,000 ",,,
E02005557," 31,600 ",,,
E02005558," 39,700 ",,,
E02005559," 39,400 ",,,
E02005560," 41,700 ",,,
E02005561," 35,300 ",,,
E02005562," 40,900 ",,,
E02005563," 40,400 ",,,
E02005564," 43,600 ",,,
E02005565," 40,700 ",,,
E02005566," 39,900 ",,,
E02005567," 39,000 ",,,
E02005568," 41,300 ",,,
E02005569," 40,600 ",,,
E02005570," 37,200 ",,,
E02005571," 39,300 ",,,
E02005572," 32,900 ",,,
E02005573," 37,200 ",,,
E02005574," 39,800 ",,,
E02005575," 40,600 ",,,
E02005576," 37,700 ",,,
E02005577," 42,100 ",,,
E02005578," 40,600 ",,,
E02005579," 36,000 ",,,
E02005580," 35,400 ",,,
E02005581," 37,900 ",,,
E02005582," 36,400 ",,,
E02005583," 39,500 ",,,
E02005584," 37,500 ",,,
E02005585," 35,800 ",,,
E02005586," 42,400 ",,,
E02005587," 33,900 ",,,
E02005588," 36,200 ",,,
E02005589," 37,700 ",,,
E02005590," 32,400 ",,,
E02005592," 52,100 ",,,
E02005593," 31,000 ",,,
E02005594," 43,000 ",,,
E02005595," 51,100 ",,,
E02005596," 35,800 ",,,
E02006907," 40,200 ",,,
E02006908," 40,300 ",,,
E02005597," 44,600 ",,,
E02005598," 54,300 ",,,
E02005599," 45,100 ",,,
E02005600," 43,400 ",,,
E02005601," 39,200 ",,,
E02005602," 49,000 ",,,
E02005603," 49,100 ",,,
E02005604," 46,900 ",,,
E02005605," 47,800 ",,,
E02005606," 44,200 ",,,
E02005607," 44,800 ",,,
E02005608," 42,900 ",,,
E02005609," 39,600 ",,,
E02005610," 45,500 ",,,
E02005611," 38,200 ",,,
E02006227," 44,000 ",,,
E02006228," 43,100 ",,,
E02006229," 42,600 ",,,
E02006230," 42,800 ",,,
E02006231," 48,200 ",,,
E02006232," 44,800 ",,,
E02006233," 36,900 ",,,
E02006234," 42,100 ",,,
E02006235," 49,400 ",,,
E02006236," 48,800 ",,,
E02006237," 44,800 ",,,
E02006238," 36,000 ",,,
E02006239," 36,000 ",,,
E02006240," 43,800 ",,,
E02006241," 39,300 ",,,
E02006242," 48,800 ",,,
E02006243," 42,900 ",,,
E02006826," 42,000 ",,,
E02006245," 37,600 ",,,
E02006246," 44,400 ",,,
E02006247," 37,100 ",,,
E02006248," 42,600 ",,,
E02006249," 48,900 ",,,
E02006250," 41,000 ",,,
E02006251," 41,300 ",,,
E02006252," 41,700 ",,,
E02006253," 47,600 ",,,
E02006254," 37,200 ",,,
E02006255," 47,100 ",,,
E02006256," 37,900 ",,,
E02006257," 34,900 ",,,
E02006258," 41,600 ",,,
E02006259," 37,600 ",,,
E02006260," 37,900 ",,,
E02006261," 44,600 ",,,
E02006262," 46,300 ",,,
E02006263," 44,500 ",,,
E02006264," 50,100 ",,,
E02006265," 44,600 ",,,
E02006266," 45,000 ",,,
E02006267," 48,100 ",,,
E02006268," 36,900 ",,,
E02006269," 48,800 ",,,
E02006270," 47,500 ",,,
E02006271," 42,500 ",,,
E02006272," 43,900 ",,,
E02006273," 43,600 ",,,
E02006274," 47,100 ",,,
E02006275," 36,800 ",,,
E02006276," 46,200 ",,,
E02006277," 55,600 ",,,
E02006278," 44,200 ",,,
E02006279," 44,500 ",,,
E02006280," 48,600 ",,,
E02006281," 43,300 ",,,
E02006282," 45,300 ",,,
E02006283," 45,600 ",,,
E02006284," 39,200 ",,,
E02006285," 47,400 ",,,
E02006286," 41,900 ",,,
E02006287," 46,300 ",,,
E02006288," 44,700 ",,,
E02006289," 41,200 ",,,
E02006290," 37,400 ",,,
E02006291," 46,400 ",,,
E02006292," 49,800 ",,,
E02006293," 44,000 ",,,
E02006294," 43,200 ",,,
E02006295," 46,600 ",,,
E02006296," 52,700 ",,,
E02006297," 54,700 ",,,
E02006298," 44,300 ",,,
E02006299," 45,400 ",,,
E02006300," 34,400 ",,,
E02006301," 38,500 ",,,
E02006302," 42,500 ",,,
E02006303," 34,000 ",,,
E02006304," 36,600 ",,,
E02006305," 33,400 ",,,
E02006306," 35,600 ",,,
E02006307," 41,100 ",,,
E02006308," 31,800 ",,,
E02006309," 34,500 ",,,
E02006310," 42,500 ",,,
E02006311," 36,200 ",,,
E02006312," 44,200 ",,,
E02006313," 37,800 ",,,
E02006314," 40,500 ",,,
E02006315," 40,700 ",,,
E02006316," 37,800 ",,,
E02000166," 52,900 ",,,
E02000167," 68,200 ",,,
E02000168," 57,000 ",,,
E02000169," 67,300 ",,,
E02000170," 60,500 ",,,
E02000171," 58,200 ",,,
E02000172," 45,600 ",,,
E02000173," 65,500 ",,,
E02000174," 50,900 ",,,
E02000175," 64,100 ",,,
E02000176," 65,400 ",,,
E02000177," 48,200 ",,,
E02000178," 51,400 ",,,
E02000179," 55,700 ",,,
E02000180," 48,800 ",,,
E02000181," 67,400 ",,,
E02000182," 60,900 ",,,
E02000183," 54,500 ",,,
E02000184," 48,500 ",,,
E02000185," 45,700 ",,,
E02000186," 51,300 ",,,
E02000187," 40,700 ",,,
E02000188," 41,300 ",,,
E02000189," 42,300 ",,,
E02000190," 38,500 ",,,
E02000191," 46,800 ",,,
E02000192," 50,000 ",,,
E02000193," 50,200 ",,,
E02000001," 65,400 ",,,
E02000345," 46,000 ",,,
E02000346," 42,100 ",,,
E02000347," 45,000 ",,,
E02000348," 42,300 ",,,
E02000350," 51,100 ",,,
E02000351," 60,500 ",,,
E02000352," 50,400 ",,,
E02000353," 57,000 ",,,
E02000354," 45,600 ",,,
E02000355," 49,700 ",,,
E02000356," 57,000 ",,,
E02000357," 38,800 ",,,
E02000358," 52,000 ",,,
E02000359," 50,100 ",,,
E02000360," 45,200 ",,,
E02000361," 52,200 ",,,
E02000362," 46,500 ",,,
E02000363," 43,000 ",,,
E02000364," 53,300 ",,,
E02000365," 56,000 ",,,
E02000366," 45,600 ",,,
E02000367," 56,900 ",,,
E02000368," 45,700 ",,,
E02000369," 53,100 ",,,
E02000370," 53,400 ",,,
E02000371," 54,300 ",,,
E02006918," 44,600 ",,,
E02006921," 41,100 ",,,
E02000372," 45,900 ",,,
E02000373," 42,000 ",,,
E02000374," 53,900 ",,,
E02000375," 50,100 ",,,
E02000376," 51,100 ",,,
E02000377," 48,800 ",,,
E02000378," 54,700 ",,,
E02000379," 54,400 ",,,
E02000380," 57,700 ",,,
E02000381," 58,100 ",,,
E02000382," 57,500 ",,,
E02000383," 56,900 ",,,
E02000384," 46,700 ",,,
E02000385," 59,400 ",,,
E02000386," 48,300 ",,,
E02000387," 51,700 ",,,
E02000388," 56,600 ",,,
E02000389," 59,500 ",,,
E02000390," 57,600 ",,,
E02000391," 59,900 ",,,
E02000392," 61,900 ",,,
E02000393," 69,400 ",,,
E02000394," 56,300 ",,,
E02000395," 69,500 ",,,
E02000396," 58,900 ",,,
E02000397," 50,800 ",,,
E02000398," 36,900 ",,,
E02000400," 51,000 ",,,
E02000401," 41,400 ",,,
E02000402," 37,700 ",,,
E02000403," 49,400 ",,,
E02000404," 45,200 ",,,
E02000405," 65,500 ",,,
E02000406," 44,900 ",,,
E02000407," 42,600 ",,,
E02000408," 39,600 ",,,
E02000409," 39,900 ",,,
E02000410," 64,800 ",,,
E02000411," 44,000 ",,,
E02000412," 43,800 ",,,
E02000413," 60,100 ",,,
E02000414," 46,100 ",,,
E02000415," 47,000 ",,,
E02000416," 53,100 ",,,
E02000417," 65,800 ",,,
E02000418," 63,900 ",,,
E02000419," 50,000 ",,,
E02000420," 44,000 ",,,
E02000421," 40,300 ",,,
E02000422," 44,200 ",,,
E02000423," 48,900 ",,,
E02000424," 56,400 ",,,
E02000425," 45,800 ",,,
E02000426," 63,600 ",,,
E02000427," 55,500 ",,,
E02000428," 44,400 ",,,
E02000429," 65,800 ",,,
E02000430," 65,500 ",,,
E02000431," 71,300 ",,,
E02000432," 58,000 ",,,
E02006794," 38,300 ",,,
E02000554," 46,300 ",,,
E02000555," 51,600 ",,,
E02000556," 52,100 ",,,
E02000557," 47,100 ",,,
E02000558," 41,600 ",,,
E02000559," 65,100 ",,,
E02000560," 52,700 ",,,
E02000561," 60,300 ",,,
E02000562," 55,500 ",,,
E02000563," 44,500 ",,,
E02000564," 58,700 ",,,
E02000565," 49,000 ",,,
E02000566," 65,600 ",,,
E02000567," 56,000 ",,,
E02000568," 42,600 ",,,
E02000569," 53,300 ",,,
E02000570," 67,200 ",,,
E02000571," 53,600 ",,,
E02000572," 44,400 ",,,
E02000573," 63,500 ",,,
E02000574," 50,900 ",,,
E02000575," 53,800 ",,,
E02000576," 48,900 ",,,
E02000577," 40,300 ",,,
E02000578," 40,000 ",,,
E02000579," 47,300 ",,,
E02000580," 47,100 ",,,
E02000581," 40,800 ",,,
E02000582," 58,500 ",,,
E02000583," 61,700 ",,,
E02000584," 70,900 ",,,
E02000585," 60,100 ",,,
E02000586," 73,900 ",,,
E02000587," 69,200 ",,,
E02000588," 72,600 ",,,
E02000589," 56,600 ",,,
E02000590," 50,600 ",,,
E02000591," 49,800 ",,,
E02000592," 70,100 ",,,
E02000593," 57,100 ",,,
E02000594," 59,900 ",,,
E02000595," 58,100 ",,,
E02000596," 63,300 ",,,
E02000597," 44,600 ",,,
E02000619," 49,500 ",,,
E02000620," 54,600 ",,,
E02000621," 57,200 ",,,
E02000622," 56,800 ",,,
E02000623," 49,900 ",,,
E02000624," 51,100 ",,,
E02000625," 49,100 ",,,
E02000626," 44,100 ",,,
E02000627," 54,900 ",,,
E02000628," 44,500 ",,,
E02000629," 64,600 ",,,
E02000630," 66,000 ",,,
E02000631," 58,500 ",,,
E02000632," 67,300 ",,,
E02000633," 49,800 ",,,
E02000634," 53,200 ",,,
E02000635," 54,000 ",,,
E02000636," 71,500 ",,,
E02000637," 61,900 ",,,
E02000638," 49,900 ",,,
E02000639," 49,700 ",,,
E02000640," 64,000 ",,,
E02000641," 45,100 ",,,
E02000642," 55,900 ",,,
E02000643," 54,400 ",,,
E02000644," 55,900 ",,,
E02000645," 58,200 ",,,
E02000646," 59,500 ",,,
E02000647," 53,400 ",,,
E02000648," 43,300 ",,,
E02000649," 54,800 ",,,
E02000650," 50,100 ",,,
E02000651," 57,700 ",,,
E02000652," 49,300 ",,,
E02006801," 53,600 ",,,
E02000653," 51,800 ",,,
E02000654," 46,400 ",,,
E02000655," 49,700 ",,,
E02000657," 51,300 ",,,
E02000658," 53,100 ",,,
E02000659," 59,500 ",,,
E02000660," 58,800 ",,,
E02000661," 58,800 ",,,
E02000662," 51,100 ",,,
E02000663," 60,400 ",,,
E02000664," 50,700 ",,,
E02000665," 53,500 ",,,
E02000666," 58,200 ",,,
E02000667," 58,800 ",,,
E02000668," 63,700 ",,,
E02000669," 55,700 ",,,
E02000670," 48,700 ",,,
E02000671," 60,600 ",,,
E02000672," 48,200 ",,,
E02000673," 66,600 ",,,
E02000674," 56,800 ",,,
E02000675," 53,700 ",,,
E02000676," 58,000 ",,,
E02000677," 54,200 ",,,
E02000678," 48,000 ",,,
E02000679," 53,000 ",,,
E02000680," 52,300 ",,,
E02000681," 45,100 ",,,
E02000682," 45,600 ",,,
E02000683," 44,200 ",,,
E02000685," 51,700 ",,,
E02000686," 43,700 ",,,
E02000687," 52,600 ",,,
E02006783," 44,000 ",,,
E02006784," 42,900 ",,,
E02006798," 45,800 ",,,
E02000714," 48,700 ",,,
E02000715," 40,800 ",,,
E02000716," 45,400 ",,,
E02000717," 43,300 ",,,
E02000718," 41,600 ",,,
E02000719," 44,400 ",,,
E02000720," 49,500 ",,,
E02000721," 43,300 ",,,
E02000722," 50,200 ",,,
E02000723," 46,200 ",,,
E02000724," 45,300 ",,,
E02000725," 50,300 ",,,
E02000726," 59,200 ",,,
E02000727," 45,200 ",,,
E02000728," 46,000 ",,,
E02000729," 46,000 ",,,
E02000730," 43,900 ",,,
E02000731," 47,600 ",,,
E02000732," 42,700 ",,,
E02000733," 45,300 ",,,
E02000734," 42,600 ",,,
E02000735," 41,300 ",,,
E02000736," 40,400 ",,,
E02000737," 43,800 ",,,
E02000738," 48,300 ",,,
E02000739," 42,900 ",,,
E02000740," 43,200 ",,,
E02000741," 45,200 ",,,
E02000742," 43,600 ",,,
E02000743," 40,200 ",,,
E02000744," 40,700 ",,,
E02000745," 47,400 ",,,
E02000746," 46,300 ",,,
E02000747," 51,800 ",,,
E02000748," 45,900 ",,,
E02000749," 41,200 ",,,
E02000750," 58,900 ",,,
E02000807," 69,100 ",,,
E02000808," 56,600 ",,,
E02000809," 74,200 ",,,
E02000810," 52,400 ",,,
E02000812," 52,200 ",,,
E02000813," 50,900 ",,,
E02000814," 63,300 ",,,
E02000815," 54,700 ",,,
E02000816," 47,800 ",,,
E02000817," 41,800 ",,,
E02000818," 46,800 ",,,
E02000819," 47,500 ",,,
E02000820," 50,700 ",,,
E02000821," 44,500 ",,,
E02000822," 43,300 ",,,
E02000823," 46,800 ",,,
E02000824," 43,200 ",,,
E02000825," 46,100 ",,,
E02000826," 45,900 ",,,
E02000827," 44,000 ",,,
E02000828," 45,700 ",,,
E02000829," 45,200 ",,,
E02000830," 56,300 ",,,
E02000831," 52,500 ",,,
E02000832," 45,300 ",,,
E02000833," 53,800 ",,,
E02000834," 62,600 ",,,
E02000835," 54,200 ",,,
E02000836," 67,000 ",,,
E02000837," 76,600 ",,,
E02000838," 59,400 ",,,
E02000839," 56,500 ",,,
E02006802," 48,300 ",,,
E02000864," 46,200 ",,,
E02000865," 44,400 ",,,
E02000866," 55,500 ",,,
E02000867," 57,000 ",,,
E02000868," 55,100 ",,,
E02000869," 48,900 ",,,
E02000870," 49,300 ",,,
E02000871," 48,300 ",,,
E02000872," 58,200 ",,,
E02000873," 45,700 ",,,
E02000874," 45,500 ",,,
E02000875," 51,200 ",,,
E02000876," 51,700 ",,,
E02000877," 48,000 ",,,
E02000878," 53,100 ",,,
E02000879," 44,500 ",,,
E02000880," 47,900 ",,,
E02000881," 45,000 ",,,
E02000882," 50,700 ",,,
E02000883," 41,700 ",,,
E02000884," 65,300 ",,,
E02000885," 43,200 ",,,
E02000886," 58,600 ",,,
E02000887," 47,600 ",,,
E02000888," 62,600 ",,,
E02000889," 60,700 ",,,
E02000890," 70,900 ",,,
E02000891," 68,500 ",,,
E02000893," 53,800 ",,,
E02000894," 68,800 ",,,
E02006853," 64,700 ",,,
E02006854," 85,200 ",,,
E02000923," 63,200 ",,,
E02000924," 54,100 ",,,
E02000925," 50,400 ",,,
E02000926," 66,400 ",,,
E02000927," 58,900 ",,,
E02000928," 71,500 ",,,
E02000929," 47,000 ",,,
E02000930," 73,000 ",,,
E02000931," 80,600 ",,,
E02000932," 75,500 ",,,
E02000933," 68,500 ",,,
E02000934," 65,900 ",,,
E02000935," 38,400 ",,,
E02000936," 66,300 ",,,
E02000937," 74,000 ",,,
E02000938," 52,500 ",,,
E02000939," 77,300 ",,,
E02000940," 58,200 ",,,
E02000941," 71,900 ",,,
E02000942," 71,300 ",,,
E02000943," 71,800 ",,,
E02000944," 51,400 ",,,
E02000945," 41,400 ",,,
E02000946," 62,700 ",,,
E02000947," 76,700 ",,,
E02000948," 69,000 ",,,
E02000949," 73,500 ",,,
E02000950," 61,800 ",,,
E02000951," 63,500 ",,,
E02000952," 61,600 ",,,
E02000953," 63,100 ",,,
E02000954," 60,700 ",,,
E02000955," 53,600 ",,,
E02000956," 51,300 ",,,
E02000957," 56,300 ",,,
E02000958," 59,800 ",,,
E02000959," 52,800 ",,,
E02000960," 59,900 ",,,
E02000961," 59,600 ",,,
E02000962," 53,500 ",,,
E02000963," 44,500 ",,,
E02000964," 46,700 ",,,
E02000965," 63,000 ",,,
E02000966," 65,100 ",,,
E02000967," 71,200 ",,,
E02000968," 39,800 ",,,
E02000969," 42,600 ",,,
E02000970," 73,500 ",,,
E02000971," 60,700 ",,,
E02000972," 54,000 ",,,
E02000973," 56,500 ",,,
E02000974," 55,900 ",,,
E02000975," 66,700 ",,,
E02000976," 57,300 ",,,
E02000977," 59,000 ",,,
E02000978," 56,300 ",,,
E02000979," 57,500 ",,,
E02000980," 53,000 ",,,
E02000981," 61,900 ",,,
E02000982," 50,300 ",,,
E02000983," 51,700 ",,,
E02000002," 39,000 ",,,
E02000003," 47,800 ",,,
E02000004," 43,700 ",,,
E02000005," 44,900 ",,,
E02000007," 38,000 ",,,
E02000008," 40,900 ",,,
E02000009," 42,300 ",,,
E02000010," 40,000 ",,,
E02000011," 45,000 ",,,
E02000012," 46,700 ",,,
E02000013," 39,400 ",,,
E02000014," 39,900 ",,,
E02000015," 36,400 ",,,
E02000016," 48,600 ",,,
E02000017," 49,900 ",,,
E02000018," 39,500 ",,,
E02000019," 42,200 ",,,
E02000020," 42,500 ",,,
E02000021," 42,300 ",,,
E02000022," 44,200 ",,,
E02000023," 42,300 ",,,
E02006799," 40,800 ",,,
E02000024," 60,200 ",,,
E02000025," 55,400 ",,,
E02000026," 54,900 ",,,
E02000027," 50,100 ",,,
E02000028," 61,700 ",,,
E02000029," 55,500 ",,,
E02000030," 58,000 ",,,
E02000031," 58,400 ",,,
E02000032," 59,600 ",,,
E02000033," 51,100 ",,,
E02000034," 52,200 ",,,
E02000035," 54,500 ",,,
E02000036," 53,800 ",,,
E02000037," 56,300 ",,,
E02000038," 54,300 ",,,
E02000039," 67,000 ",,,
E02000040," 55,000 ",,,
E02000041," 51,300 ",,,
E02000042," 51,100 ",,,
E02000043," 65,800 ",,,
E02000044," 49,400 ",,,
E02000045," 49,800 ",,,
E02000046," 60,600 ",,,
E02000047," 43,800 ",,,
E02000048," 58,700 ",,,
E02000049," 43,400 ",,,
E02000050," 53,100 ",,,
E02000051," 58,600 ",,,
E02000052," 58,600 ",,,
E02000053," 51,100 ",,,
E02000054," 57,000 ",,,
E02000055," 50,400 ",,,
E02000056," 71,600 ",,,
E02000057," 54,400 ",,,
E02000058," 58,800 ",,,
E02000059," 46,900 ",,,
E02000060," 49,600 ",,,
E02000061," 65,500 ",,,
E02000062," 45,400 ",,,
E02000063," 54,200 ",,,
E02000064," 50,100 ",,,
E02000065," 49,800 ",,,
E02000066," 41,400 ",,,
E02000067," 45,700 ",,,
E02000068," 45,100 ",,,
E02000069," 45,800 ",,,
E02000070," 50,100 ",,,
E02000071," 51,300 ",,,
E02000072," 44,200 ",,,
E02000073," 57,600 ",,,
E02000074," 44,900 ",,,
E02000075," 53,500 ",,,
E02000077," 51,300 ",,,
E02000078," 55,200 ",,,
E02000079," 49,900 ",,,
E02000080," 50,600 ",,,
E02000081," 51,400 ",,,
E02000082," 58,700 ",,,
E02000083," 49,600 ",,,
E02000084," 54,000 ",,,
E02000085," 51,000 ",,,
E02000086," 56,500 ",,,
E02000087," 61,700 ",,,
E02000088," 59,400 ",,,
E02000089," 59,300 ",,,
E02000090," 48,100 ",,,
E02000091," 50,500 ",,,
E02000092," 43,600 ",,,
E02006785," 49,400 ",,,
E02000093," 50,200 ",,,
E02000094," 48,300 ",,,
E02000095," 50,900 ",,,
E02000096," 60,700 ",,,
E02000097," 50,000 ",,,
E02000098," 47,800 ",,,
E02000099," 57,200 ",,,
E02000100," 61,900 ",,,
E02000101," 47,200 ",,,
E02000102," 43,400 ",,,
E02000103," 45,900 ",,,
E02000104," 50,800 ",,,
E02000105," 50,600 ",,,
E02000106," 46,400 ",,,
E02000107," 50,600 ",,,
E02000108," 50,900 ",,,
E02000109," 52,500 ",,,
E02000110," 52,600 ",,,
E02000111," 47,800 ",,,
E02000112," 50,200 ",,,
E02000113," 40,900 ",,,
E02000114," 50,400 ",,,
E02000115," 50,600 ",,,
E02000116," 43,400 ",,,
E02000117," 38,400 ",,,
E02000118," 48,900 ",,,
E02000119," 39,000 ",,,
E02000120," 51,900 ",,,
E02000121," 51,400 ",,,
E02000122," 54,700 ",,,
E02000123," 44,000 ",,,
E02000124," 53,700 ",,,
E02000125," 52,500 ",,,
E02000126," 41,300 ",,,
E02000127," 45,800 ",,,
E02000128," 55,000 ",,,
E02000130," 55,200 ",,,
E02000131," 54,200 ",,,
E02000132," 56,300 ",,,
E02000133," 72,000 ",,,
E02000134," 56,100 ",,,
E02000135," 43,100 ",,,
E02000136," 52,400 ",,,
E02000137," 60,300 ",,,
E02000138," 60,200 ",,,
E02000139," 61,300 ",,,
E02000140," 42,300 ",,,
E02000141," 55,700 ",,,
E02000142," 62,900 ",,,
E02000144," 63,100 ",,,
E02000145," 43,200 ",,,
E02000146," 60,500 ",,,
E02000147," 64,600 ",,,
E02000148," 63,800 ",,,
E02000149," 49,300 ",,,
E02000150," 58,300 ",,,
E02000151," 70,400 ",,,
E02000152," 47,700 ",,,
E02000153," 61,600 ",,,
E02000154," 59,500 ",,,
E02000155," 50,900 ",,,
E02000156," 57,200 ",,,
E02000157," 66,900 ",,,
E02000158," 55,700 ",,,
E02000159," 67,300 ",,,
E02000160," 61,700 ",,,
E02000161," 61,600 ",,,
E02000162," 50,500 ",,,
E02000163," 59,300 ",,,
E02000165," 60,700 ",,,
E02006782," 53,700 ",,,
E02006787," 59,500 ",,,
E02006789," 53,200 ",,,
E02000194," 54,100 ",,,
E02000195," 58,200 ",,,
E02000196," 54,100 ",,,
E02000197," 53,100 ",,,
E02000198," 44,900 ",,,
E02000199," 53,400 ",,,
E02000200," 51,400 ",,,
E02000201," 45,200 ",,,
E02000202," 51,500 ",,,
E02000203," 44,900 ",,,
E02000204," 49,000 ",,,
E02000206," 45,400 ",,,
E02000207," 50,500 ",,,
E02000208," 46,100 ",,,
E02000209," 48,600 ",,,
E02000210," 56,400 ",,,
E02000211," 56,200 ",,,
E02000212," 45,800 ",,,
E02000213," 46,000 ",,,
E02000214," 59,100 ",,,
E02000215," 50,700 ",,,
E02000216," 58,200 ",,,
E02000217," 52,700 ",,,
E02000218," 52,300 ",,,
E02000219," 60,800 ",,,
E02000220," 51,400 ",,,
E02000221," 47,600 ",,,
E02000222," 61,500 ",,,
E02000223," 39,600 ",,,
E02000224," 62,300 ",,,
E02000225," 44,400 ",,,
E02000226," 62,800 ",,,
E02000227," 54,400 ",,,
E02000228," 66,500 ",,,
E02000229," 40,100 ",,,
E02000230," 58,600 ",,,
E02000231," 67,500 ",,,
E02000232," 58,700 ",,,
E02000233," 60,700 ",,,
E02000234," 59,400 ",,,
E02000235," 63,800 ",,,
E02000236," 63,300 ",,,
E02000237," 53,700 ",,,
E02006788," 48,100 ",,,
E02000238," 50,600 ",,,
E02000239," 54,000 ",,,
E02000240," 45,700 ",,,
E02000241," 53,500 ",,,
E02000242," 52,900 ",,,
E02000243," 52,300 ",,,
E02000244," 53,900 ",,,
E02000245," 41,500 ",,,
E02000246," 42,800 ",,,
E02000247," 44,800 ",,,
E02000248," 56,800 ",,,
E02000249," 47,700 ",,,
E02000250," 73,200 ",,,
E02000251," 50,800 ",,,
E02000252," 51,800 ",,,
E02000253," 44,000 ",,,
E02000254," 47,700 ",,,
E02000255," 59,000 ",,,
E02000256," 64,800 ",,,
E02000257," 62,800 ",,,
E02000258," 55,100 ",,,
E02000259," 60,200 ",,,
E02000260," 46,400 ",,,
E02000261," 50,200 ",,,
E02000262," 48,500 ",,,
E02000263," 42,200 ",,,
E02000264," 58,600 ",,,
E02000265," 54,900 ",,,
E02000266," 45,500 ",,,
E02000267," 54,100 ",,,
E02000268," 56,900 ",,,
E02000269," 72,200 ",,,
E02000270," 45,000 ",,,
E02000271," 72,900 ",,,
E02000272," 63,600 ",,,
E02000274," 45,400 ",,,
E02000275," 46,100 ",,,
E02000276," 65,700 ",,,
E02006791," 63,300 ",,,
E02000277," 46,000 ",,,
E02000278," 39,700 ",,,
E02000279," 45,800 ",,,
E02000280," 50,600 ",,,
E02000281," 43,800 ",,,
E02000282," 38,300 ",,,
E02000283," 44,300 ",,,
E02000284," 55,200 ",,,
E02000285," 59,500 ",,,
E02000286," 54,900 ",,,
E02000287," 52,800 ",,,
E02000288," 41,100 ",,,
E02000289," 59,200 ",,,
E02000290," 38,700 ",,,
